pdb_filename	pae_filename	pos_covered	uniprot_id
AF-P04155-F1-model_v4.pdb.gz	AF-P04155-F1-predicted_aligned_error_v4.json	[1, 84]	P04155
AF-P57727-F1-model_v4.pdb.gz	AF-P57727-F1-predicted_aligned_error_v4.json	[1, 454]	P57727
AF-P57075-F1-model_v4.pdb.gz	AF-P57075-F1-predicted_aligned_error_v4.json	[1, 661]	P57075
AF-Q8WYR4-F1-model_v4.pdb.gz	AF-Q8WYR4-F1-predicted_aligned_error_v4.json	[1, 309]	Q8WYR4
AF-P57057-F1-model_v4.pdb.gz	AF-P57057-F1-predicted_aligned_error_v4.json	[1, 533]	P57057
AF-O76083-F1-model_v4.pdb.gz	AF-O76083-F1-predicted_aligned_error_v4.json	[1, 593]	O76083
AF-P57081-F1-model_v4.pdb.gz	AF-P57081-F1-predicted_aligned_error_v4.json	[1, 412]	P57081
AF-P56181-F1-model_v4.pdb.gz	AF-P56181-F1-predicted_aligned_error_v4.json	[1, 108]	P56181
AF-M5A8F1-F1-model_v4.pdb.gz	AF-M5A8F1-F1-predicted_aligned_error_v4.json	[1, 160]	M5A8F1
AF-P55347-F1-model_v4.pdb.gz	AF-P55347-F1-predicted_aligned_error_v4.json	[1, 436]	P55347
AF-P35520-F1-model_v4.pdb.gz	AF-P35520-F1-predicted_aligned_error_v4.json	[1, 551]	P35520
AF-Q01081-F1-model_v4.pdb.gz	AF-Q01081-F1-predicted_aligned_error_v4.json	[1, 240]	Q01081
AF-P02489-F1-model_v4.pdb.gz	AF-P02489-F1-predicted_aligned_error_v4.json	[1, 173]	P02489
AF-P57059-F1-model_v4.pdb.gz	AF-P57059-F1-predicted_aligned_error_v4.json	[1, 783]	P57059
AF-O75031-F1-model_v4.pdb.gz	AF-O75031-F1-predicted_aligned_error_v4.json	[1, 334]	O75031
AF-P57053-F1-model_v4.pdb.gz	AF-P57053-F1-predicted_aligned_error_v4.json	[1, 126]	P57053
AF-Q14684-F1-model_v4.pdb.gz	AF-Q14684-F1-predicted_aligned_error_v4.json	[1, 758]	Q14684
AF-O00764-F1-model_v4.pdb.gz	AF-O00764-F1-predicted_aligned_error_v4.json	[1, 312]	O00764
AF-P04080-F1-model_v4.pdb.gz	AF-P04080-F1-predicted_aligned_error_v4.json	[1, 98]	P04080
AF-P56182-F1-model_v4.pdb.gz	AF-P56182-F1-predicted_aligned_error_v4.json	[1, 461]	P56182
AF-Q9NRZ7-F1-model_v4.pdb.gz	AF-Q9NRZ7-F1-predicted_aligned_error_v4.json	[1, 376]	Q9NRZ7
AF-P48553-F1-model_v4.pdb.gz	AF-P48553-F1-predicted_aligned_error_v4.json	[1, 1259]	P48553
AF-Q15269-F1-model_v4.pdb.gz	AF-Q15269-F1-predicted_aligned_error_v4.json	[1, 919]	Q15269
AF-P0DPI2-F1-model_v4.pdb.gz	AF-P0DPI2-F1-predicted_aligned_error_v4.json	[1, 268]	P0DPI2
AF-O75144-F1-model_v4.pdb.gz	AF-O75144-F1-predicted_aligned_error_v4.json	[1, 302]	O75144
AF-Q9UJW3-F1-model_v4.pdb.gz	AF-Q9UJW3-F1-predicted_aligned_error_v4.json	[1, 386]	Q9UJW3
AF-O43918-F1-model_v4.pdb.gz	AF-O43918-F1-predicted_aligned_error_v4.json	[1, 545]	O43918
AF-P17858-F1-model_v4.pdb.gz	AF-P17858-F1-predicted_aligned_error_v4.json	[1, 780]	P17858
AF-O43822-F1-model_v4.pdb.gz	AF-O43822-F1-predicted_aligned_error_v4.json	[1, 256]	O43822
AF-O94759-F1-model_v4.pdb.gz	AF-O94759-F1-predicted_aligned_error_v4.json	[1, 1503]	O94759
AF-Q9BY71-F1-model_v4.pdb.gz	AF-Q9BY71-F1-predicted_aligned_error_v4.json	[1, 257]	Q9BY71
AF-Q8WU66-F1-model_v4.pdb.gz	AF-Q8WU66-F1-predicted_aligned_error_v4.json	[1, 669]	Q8WU66
AF-P60331-F1-model_v4.pdb.gz	AF-P60331-F1-predicted_aligned_error_v4.json	[1, 282]	P60331
AF-P60368-F1-model_v4.pdb.gz	AF-P60368-F1-predicted_aligned_error_v4.json	[1, 255]	P60368
AF-P60369-F1-model_v4.pdb.gz	AF-P60369-F1-predicted_aligned_error_v4.json	[1, 221]	P60369
AF-P60409-F1-model_v4.pdb.gz	AF-P60409-F1-predicted_aligned_error_v4.json	[1, 370]	P60409
AF-P60410-F1-model_v4.pdb.gz	AF-P60410-F1-predicted_aligned_error_v4.json	[1, 259]	P60410
AF-P60411-F1-model_v4.pdb.gz	AF-P60411-F1-predicted_aligned_error_v4.json	[1, 292]	P60411
AF-P60014-F1-model_v4.pdb.gz	AF-P60014-F1-predicted_aligned_error_v4.json	[1, 251]	P60014
AF-P60412-F1-model_v4.pdb.gz	AF-P60412-F1-predicted_aligned_error_v4.json	[1, 298]	P60412
AF-P60329-F1-model_v4.pdb.gz	AF-P60329-F1-predicted_aligned_error_v4.json	[1, 112]	P60329
AF-P60328-F1-model_v4.pdb.gz	AF-P60328-F1-predicted_aligned_error_v4.json	[1, 96]	P60328
AF-P59991-F1-model_v4.pdb.gz	AF-P59991-F1-predicted_aligned_error_v4.json	[1, 146]	P59991
AF-P59990-F1-model_v4.pdb.gz	AF-P59990-F1-predicted_aligned_error_v4.json	[1, 96]	P59990
AF-P60413-F1-model_v4.pdb.gz	AF-P60413-F1-predicted_aligned_error_v4.json	[1, 245]	P60413
AF-P60604-F1-model_v4.pdb.gz	AF-P60604-F1-predicted_aligned_error_v4.json	[1, 165]	P60604
AF-P55854-F1-model_v4.pdb.gz	AF-P55854-F1-predicted_aligned_error_v4.json	[1, 103]	P55854
AF-P53801-F1-model_v4.pdb.gz	AF-P53801-F1-predicted_aligned_error_v4.json	[1, 180]	P53801
AF-Q9NSI2-F1-model_v4.pdb.gz	AF-Q9NSI2-F1-predicted_aligned_error_v4.json	[1, 230]	Q9NSI2
AF-P78563-F1-model_v4.pdb.gz	AF-P78563-F1-predicted_aligned_error_v4.json	[1, 741]	P78563
AF-Q9Y2G5-F1-model_v4.pdb.gz	AF-Q9Y2G5-F1-predicted_aligned_error_v4.json	[1, 429]	Q9Y2G5
AF-P39060-F1-model_v4.pdb.gz	AF-P39060-F1-predicted_aligned_error_v4.json	[1, 1754]	P39060
AF-P41440-F1-model_v4.pdb.gz	AF-P41440-F1-predicted_aligned_error_v4.json	[1, 591]	P41440
AF-P57721-F1-model_v4.pdb.gz	AF-P57721-F1-predicted_aligned_error_v4.json	[1, 371]	P57721
AF-P12109-F1-model_v4.pdb.gz	AF-P12109-F1-predicted_aligned_error_v4.json	[1, 1028]	P12109
AF-P12110-F1-model_v4.pdb.gz	AF-P12110-F1-predicted_aligned_error_v4.json	[1, 1019]	P12110
AF-O95954-F1-model_v4.pdb.gz	AF-O95954-F1-predicted_aligned_error_v4.json	[1, 541]	O95954
AF-Q9H0A9-F1-model_v4.pdb.gz	AF-Q9H0A9-F1-predicted_aligned_error_v4.json	[1, 340]	Q9H0A9
AF-P48449-F1-model_v4.pdb.gz	AF-P48449-F1-predicted_aligned_error_v4.json	[1, 732]	P48449
AF-O60318-F1-model_v4.pdb.gz	AF-O60318-F1-predicted_aligned_error_v4.json	[1, 1980]	O60318
AF-P58557-F1-model_v4.pdb.gz	AF-P58557-F1-predicted_aligned_error_v4.json	[1, 167]	P58557
AF-P58505-F1-model_v4.pdb.gz	AF-P58505-F1-predicted_aligned_error_v4.json	[1, 322]	P58505
AF-O95613-F1-model_v4.pdb.gz		[1, 1400]	O95613
AF-O95613-F2-model_v4.pdb.gz		[201, 1600]	O95613
AF-O95613-F3-model_v4.pdb.gz		[401, 1800]	O95613
AF-O95613-F4-model_v4.pdb.gz		[601, 2000]	O95613
AF-O95613-F5-model_v4.pdb.gz		[801, 2200]	O95613
AF-O95613-F6-model_v4.pdb.gz		[1001, 2400]	O95613
AF-O95613-F7-model_v4.pdb.gz		[1201, 2600]	O95613
AF-O95613-F8-model_v4.pdb.gz		[1401, 2800]	O95613
AF-O95613-F9-model_v4.pdb.gz		[1601, 3000]	O95613
AF-O95613-F10-model_v4.pdb.gz		[1801, 3200]	O95613
AF-O95613-F11-model_v4.pdb.gz		[2001, 3336]	O95613
AF-Q14689-F1-model_v4.pdb.gz	AF-Q14689-F1-predicted_aligned_error_v4.json	[1, 1571]	Q14689
AF-P04271-F1-model_v4.pdb.gz	AF-P04271-F1-predicted_aligned_error_v4.json	[1, 92]	P04271
AF-P55345-F1-model_v4.pdb.gz	AF-P55345-F1-predicted_aligned_error_v4.json	[1, 433]	P55345
AF-Q6S545-F1-model_v4.pdb.gz	AF-Q6S545-F1-predicted_aligned_error_v4.json	[1, 545]	Q6S545
AF-Q96SF2-F1-model_v4.pdb.gz	AF-Q96SF2-F1-predicted_aligned_error_v4.json	[1, 557]	Q96SF2
AF-Q5GH77-F1-model_v4.pdb.gz	AF-Q5GH77-F1-predicted_aligned_error_v4.json	[1, 459]	Q5GH77
AF-Q2WGN9-F1-model_v4.pdb.gz	AF-Q2WGN9-F1-predicted_aligned_error_v4.json	[1, 574]	Q2WGN9
AF-Q96F46-F1-model_v4.pdb.gz	AF-Q96F46-F1-predicted_aligned_error_v4.json	[1, 866]	Q96F46
AF-Q9BXQ6-F1-model_v4.pdb.gz	AF-Q9BXQ6-F1-predicted_aligned_error_v4.json	[1, 578]	Q9BXQ6
AF-Q9BXW7-F1-model_v4.pdb.gz	AF-Q9BXW7-F1-predicted_aligned_error_v4.json	[1, 423]	Q9BXW7
AF-Q9NZK5-F1-model_v4.pdb.gz	AF-Q9NZK5-F1-predicted_aligned_error_v4.json	[1, 511]	Q9NZK5
AF-Q9BXF3-F1-model_v4.pdb.gz	AF-Q9BXF3-F1-predicted_aligned_error_v4.json	[1, 1484]	Q9BXF3
AF-Q9H1K4-F1-model_v4.pdb.gz	AF-Q9H1K4-F1-predicted_aligned_error_v4.json	[1, 315]	Q9H1K4
AF-P36543-F1-model_v4.pdb.gz	AF-P36543-F1-predicted_aligned_error_v4.json	[1, 226]	P36543
AF-Q9BXK5-F1-model_v4.pdb.gz	AF-Q9BXK5-F1-predicted_aligned_error_v4.json	[1, 485]	Q9BXK5
AF-P55957-F1-model_v4.pdb.gz	AF-P55957-F1-predicted_aligned_error_v4.json	[1, 195]	P55957
AF-Q7RTP6-F1-model_v4.pdb.gz	AF-Q7RTP6-F1-predicted_aligned_error_v4.json	[1, 2002]	Q7RTP6
AF-Q7Z412-F1-model_v4.pdb.gz	AF-Q7Z412-F1-predicted_aligned_error_v4.json	[1, 305]	Q7Z412
AF-Q9NY65-F1-model_v4.pdb.gz	AF-Q9NY65-F1-predicted_aligned_error_v4.json	[1, 449]	Q9NY65
AF-Q9UMW8-F1-model_v4.pdb.gz	AF-Q9UMW8-F1-predicted_aligned_error_v4.json	[1, 372]	Q9UMW8
AF-B5MD39-F1-model_v4.pdb.gz	AF-B5MD39-F1-predicted_aligned_error_v4.json	[1, 225]	B5MD39
AF-P0C7N4-F1-model_v4.pdb.gz	AF-P0C7N4-F1-predicted_aligned_error_v4.json	[1, 346]	P0C7N4
AF-Q9UFD9-F1-model_v4.pdb.gz	AF-Q9UFD9-F1-predicted_aligned_error_v4.json	[1, 1639]	Q9UFD9
AF-A0A494C0N9-F1-model_v4.pdb.gz	AF-A0A494C0N9-F1-predicted_aligned_error_v4.json	[1, 232]	A0A494C0N9
AF-Q14129-F1-model_v4.pdb.gz	AF-Q14129-F1-predicted_aligned_error_v4.json	[1, 220]	Q14129
AF-P98153-F1-model_v4.pdb.gz	AF-P98153-F1-predicted_aligned_error_v4.json	[1, 550]	P98153
AF-Q96PF2-F1-model_v4.pdb.gz	AF-Q96PF2-F1-predicted_aligned_error_v4.json	[1, 358]	Q96PF2
AF-Q96DF8-F1-model_v4.pdb.gz	AF-Q96DF8-F1-predicted_aligned_error_v4.json	[1, 476]	Q96DF8
AF-O15499-F1-model_v4.pdb.gz	AF-O15499-F1-predicted_aligned_error_v4.json	[1, 205]	O15499
AF-P53007-F1-model_v4.pdb.gz	AF-P53007-F1-predicted_aligned_error_v4.json	[1, 311]	P53007
AF-P53675-F1-model_v4.pdb.gz	AF-P53675-F1-predicted_aligned_error_v4.json	[1, 1640]	P53675
AF-P54198-F1-model_v4.pdb.gz	AF-P54198-F1-predicted_aligned_error_v4.json	[1, 1017]	P54198
AF-Q9NQ50-F1-model_v4.pdb.gz	AF-Q9NQ50-F1-predicted_aligned_error_v4.json	[1, 206]	Q9NQ50
AF-Q92890-F1-model_v4.pdb.gz	AF-Q92890-F1-predicted_aligned_error_v4.json	[1, 307]	Q92890
AF-O75419-F1-model_v4.pdb.gz	AF-O75419-F1-predicted_aligned_error_v4.json	[1, 566]	O75419
AF-O00501-F1-model_v4.pdb.gz	AF-O00501-F1-predicted_aligned_error_v4.json	[1, 218]	O00501
AF-Q99719-F1-model_v4.pdb.gz	AF-Q99719-F1-predicted_aligned_error_v4.json	[1, 369]	Q99719
AF-P13224-F1-model_v4.pdb.gz	AF-P13224-F1-predicted_aligned_error_v4.json	[1, 206]	P13224
AF-O43435-F1-model_v4.pdb.gz	AF-O43435-F1-predicted_aligned_error_v4.json	[1, 398]	O43435
AF-Q9BYB4-F1-model_v4.pdb.gz	AF-Q9BYB4-F1-predicted_aligned_error_v4.json	[1, 327]	Q9BYB4
AF-Q7L3V2-F1-model_v4.pdb.gz	AF-Q7L3V2-F1-predicted_aligned_error_v4.json	[1, 364]	Q7L3V2
AF-P21964-F1-model_v4.pdb.gz	AF-P21964-F1-predicted_aligned_error_v4.json	[1, 271]	P21964
AF-O00192-F1-model_v4.pdb.gz	AF-O00192-F1-predicted_aligned_error_v4.json	[1, 962]	O00192
AF-Q6ICL3-F1-model_v4.pdb.gz	AF-Q6ICL3-F1-predicted_aligned_error_v4.json	[1, 276]	Q6ICL3
AF-Q8WYQ5-F1-model_v4.pdb.gz	AF-Q8WYQ5-F1-predicted_aligned_error_v4.json	[1, 773]	Q8WYQ5
AF-Q8IZ69-F1-model_v4.pdb.gz	AF-Q8IZ69-F1-predicted_aligned_error_v4.json	[1, 625]	Q8IZ69
AF-P43487-F1-model_v4.pdb.gz	AF-P43487-F1-predicted_aligned_error_v4.json	[1, 201]	P43487
AF-Q9ULC8-F1-model_v4.pdb.gz	AF-Q9ULC8-F1-predicted_aligned_error_v4.json	[1, 765]	Q9ULC8
AF-H7C350-F1-model_v4.pdb.gz	AF-H7C350-F1-predicted_aligned_error_v4.json	[1, 402]	H7C350
AF-Q9BZR6-F1-model_v4.pdb.gz	AF-Q9BZR6-F1-predicted_aligned_error_v4.json	[1, 473]	Q9BZR6
AF-Q9BY27-F1-model_v4.pdb.gz	AF-Q9BY27-F1-predicted_aligned_error_v4.json	[1, 220]	Q9BY27
AF-Q16587-F1-model_v4.pdb.gz	AF-Q16587-F1-predicted_aligned_error_v4.json	[1, 644]	Q16587
AF-Q96GP6-F1-model_v4.pdb.gz	AF-Q96GP6-F1-predicted_aligned_error_v4.json	[1, 871]	Q96GP6
AF-Q53GT1-F1-model_v4.pdb.gz	AF-Q53GT1-F1-predicted_aligned_error_v4.json	[1, 634]	Q53GT1
AF-Q96RN5-F1-model_v4.pdb.gz	AF-Q96RN5-F1-predicted_aligned_error_v4.json	[1, 788]	Q96RN5
AF-P42356-F1-model_v4.pdb.gz	AF-P42356-F1-predicted_aligned_error_v4.json	[1, 2102]	P42356
AF-O95721-F1-model_v4.pdb.gz	AF-O95721-F1-predicted_aligned_error_v4.json	[1, 258]	O95721
AF-P46109-F1-model_v4.pdb.gz	AF-P46109-F1-predicted_aligned_error_v4.json	[1, 303]	P46109
AF-Q96NN9-F1-model_v4.pdb.gz	AF-Q96NN9-F1-predicted_aligned_error_v4.json	[1, 605]	Q96NN9
AF-Q8N653-F1-model_v4.pdb.gz	AF-Q8N653-F1-predicted_aligned_error_v4.json	[1, 840]	Q8N653
AF-Q9BT49-F1-model_v4.pdb.gz	AF-Q9BT49-F1-predicted_aligned_error_v4.json	[1, 309]	Q9BT49
AF-O15547-F1-model_v4.pdb.gz	AF-O15547-F1-predicted_aligned_error_v4.json	[1, 441]	O15547
AF-O43246-F1-model_v4.pdb.gz	AF-O43246-F1-predicted_aligned_error_v4.json	[1, 635]	O43246
AF-Q6ZQY2-F1-model_v4.pdb.gz	AF-Q6ZQY2-F1-predicted_aligned_error_v4.json	[1, 392]	Q6ZQY2
AF-A0A494C0Y3-F1-model_v4.pdb.gz	AF-A0A494C0Y3-F1-predicted_aligned_error_v4.json	[1, 232]	A0A494C0Y3
AF-A6NNM3-F1-model_v4.pdb.gz	AF-A6NNM3-F1-predicted_aligned_error_v4.json	[1, 1639]	A6NNM3
AF-Q96JB3-F1-model_v4.pdb.gz	AF-Q96JB3-F1-predicted_aligned_error_v4.json	[1, 615]	Q96JB3
AF-A6NJZ7-F1-model_v4.pdb.gz	AF-A6NJZ7-F1-predicted_aligned_error_v4.json	[1, 1639]	A6NJZ7
AF-P68036-F1-model_v4.pdb.gz	AF-P68036-F1-predicted_aligned_error_v4.json	[1, 154]	P68036
AF-A8MPS7-F1-model_v4.pdb.gz	AF-A8MPS7-F1-predicted_aligned_error_v4.json	[1, 323]	A8MPS7
AF-Q8IYX3-F1-model_v4.pdb.gz	AF-Q8IYX3-F1-predicted_aligned_error_v4.json	[1, 613]	Q8IYX3
AF-Q9HCN8-F1-model_v4.pdb.gz	AF-Q9HCN8-F1-predicted_aligned_error_v4.json	[1, 221]	Q9HCN8
AF-Q13356-F1-model_v4.pdb.gz	AF-Q13356-F1-predicted_aligned_error_v4.json	[1, 520]	Q13356
AF-O60688-F1-model_v4.pdb.gz	AF-O60688-F1-predicted_aligned_error_v4.json	[1, 119]	O60688
AF-P28482-F1-model_v4.pdb.gz	AF-P28482-F1-predicted_aligned_error_v4.json	[1, 360]	P28482
AF-P49593-F1-model_v4.pdb.gz	AF-P49593-F1-predicted_aligned_error_v4.json	[1, 454]	P49593
AF-O95985-F1-model_v4.pdb.gz	AF-O95985-F1-predicted_aligned_error_v4.json	[1, 862]	O95985
AF-P12018-F1-model_v4.pdb.gz	AF-P12018-F1-predicted_aligned_error_v4.json	[1, 145]	P12018
AF-P78395-F1-model_v4.pdb.gz	AF-P78395-F1-predicted_aligned_error_v4.json	[1, 509]	P78395
AF-Q14390-F1-model_v4.pdb.gz	AF-Q14390-F1-predicted_aligned_error_v4.json	[1, 218]	Q14390
AF-B9A064-F1-model_v4.pdb.gz	AF-B9A064-F1-predicted_aligned_error_v4.json	[1, 214]	B9A064
AF-Q9UHP6-F1-model_v4.pdb.gz	AF-Q9UHP6-F1-predicted_aligned_error_v4.json	[1, 348]	Q9UHP6
AF-P19086-F1-model_v4.pdb.gz	AF-P19086-F1-predicted_aligned_error_v4.json	[1, 355]	P19086
AF-P11274-F1-model_v4.pdb.gz	AF-P11274-F1-predicted_aligned_error_v4.json	[1, 1271]	P11274
AF-P15814-F1-model_v4.pdb.gz	AF-P15814-F1-predicted_aligned_error_v4.json	[1, 213]	P15814
AF-Q6PGQ1-F1-model_v4.pdb.gz	AF-Q6PGQ1-F1-predicted_aligned_error_v4.json	[1, 229]	Q6PGQ1
AF-Q8IZJ4-F1-model_v4.pdb.gz	AF-Q8IZJ4-F1-predicted_aligned_error_v4.json	[1, 473]	Q8IZJ4
AF-Q9UC06-F1-model_v4.pdb.gz	AF-Q9UC06-F1-predicted_aligned_error_v4.json	[1, 446]	Q9UC06
AF-Q9UKI3-F1-model_v4.pdb.gz	AF-Q9UKI3-F1-predicted_aligned_error_v4.json	[1, 123]	Q9UKI3
AF-Q8WYQ4-F1-model_v4.pdb.gz	AF-Q8WYQ4-F1-predicted_aligned_error_v4.json	[1, 148]	Q8WYQ4
AF-Q8WYQ3-F1-model_v4.pdb.gz	AF-Q8WYQ3-F1-predicted_aligned_error_v4.json	[1, 142]	Q8WYQ3
AF-P24347-F1-model_v4.pdb.gz	AF-P24347-F1-predicted_aligned_error_v4.json	[1, 488]	P24347
AF-Q12824-F1-model_v4.pdb.gz	AF-Q12824-F1-predicted_aligned_error_v4.json	[1, 385]	Q12824
AF-Q96Q80-F1-model_v4.pdb.gz	AF-Q96Q80-F1-predicted_aligned_error_v4.json	[1, 235]	Q96Q80
AF-Q9BYW1-F1-model_v4.pdb.gz	AF-Q9BYW1-F1-predicted_aligned_error_v4.json	[1, 496]	Q9BYW1
AF-P14174-F1-model_v4.pdb.gz	AF-P14174-F1-predicted_aligned_error_v4.json	[1, 115]	P14174
AF-P0CG30-F1-model_v4.pdb.gz	AF-P0CG30-F1-predicted_aligned_error_v4.json	[1, 244]	P0CG30
AF-A6NHG4-F1-model_v4.pdb.gz	AF-A6NHG4-F1-predicted_aligned_error_v4.json	[1, 134]	A6NHG4
AF-P30046-F1-model_v4.pdb.gz	AF-P30046-F1-predicted_aligned_error_v4.json	[1, 118]	P30046
AF-A0A1W2PR19-F1-model_v4.pdb.gz	AF-A0A1W2PR19-F1-predicted_aligned_error_v4.json	[1, 241]	A0A1W2PR19
AF-Q9Y6J0-F1-model_v4.pdb.gz	AF-Q9Y6J0-F1-predicted_aligned_error_v4.json	[1, 2220]	Q9Y6J0
AF-Q9UGT4-F1-model_v4.pdb.gz	AF-Q9UGT4-F1-predicted_aligned_error_v4.json	[1, 822]	Q9UGT4
AF-P36269-F1-model_v4.pdb.gz	AF-P36269-F1-predicted_aligned_error_v4.json	[1, 586]	P36269
AF-P29274-F1-model_v4.pdb.gz	AF-P29274-F1-predicted_aligned_error_v4.json	[1, 412]	P29274
AF-Q9UBR1-F1-model_v4.pdb.gz	AF-Q9UBR1-F1-predicted_aligned_error_v4.json	[1, 384]	Q9UBR1
AF-Q96NT3-F1-model_v4.pdb.gz	AF-Q96NT3-F1-predicted_aligned_error_v4.json	[1, 240]	Q96NT3
AF-P62318-F1-model_v4.pdb.gz	AF-P62318-F1-predicted_aligned_error_v4.json	[1, 126]	P62318
AF-Q2VPJ9-F1-model_v4.pdb.gz	AF-Q2VPJ9-F1-predicted_aligned_error_v4.json	[1, 315]	Q2VPJ9
AF-P19440-F1-model_v4.pdb.gz	AF-P19440-F1-predicted_aligned_error_v4.json	[1, 569]	P19440
AF-Q7Z3Z3-F1-model_v4.pdb.gz	AF-Q7Z3Z3-F1-predicted_aligned_error_v4.json	[1, 882]	Q7Z3Z3
AF-Q2NKQ1-F1-model_v4.pdb.gz	AF-Q2NKQ1-F1-predicted_aligned_error_v4.json	[1, 1148]	Q2NKQ1
AF-Q6ICI0-F1-model_v4.pdb.gz	AF-Q6ICI0-F1-predicted_aligned_error_v4.json	[1, 200]	Q6ICI0
AF-Q9BY89-F1-model_v4.pdb.gz	AF-Q9BY89-F1-predicted_aligned_error_v4.json	[1, 1806]	Q9BY89
AF-P26998-F1-model_v4.pdb.gz	AF-P26998-F1-predicted_aligned_error_v4.json	[1, 211]	P26998
AF-P43320-F1-model_v4.pdb.gz	AF-P43320-F1-predicted_aligned_error_v4.json	[1, 205]	P43320
AF-P35626-F1-model_v4.pdb.gz	AF-P35626-F1-predicted_aligned_error_v4.json	[1, 688]	P35626
AF-Q8IUG5-F1-model_v4.pdb.gz	AF-Q8IUG5-F1-predicted_aligned_error_v4.json	[1, 2567]	Q8IUG5
AF-Q9BYH1-F1-model_v4.pdb.gz	AF-Q9BYH1-F1-predicted_aligned_error_v4.json	[1, 1024]	Q9BYH1
AF-Q6ICH7-F1-model_v4.pdb.gz	AF-Q6ICH7-F1-predicted_aligned_error_v4.json	[1, 369]	Q6ICH7
AF-Q9NQG7-F1-model_v4.pdb.gz	AF-Q9NQG7-F1-predicted_aligned_error_v4.json	[1, 708]	Q9NQG7
AF-Q9UH36-F1-model_v4.pdb.gz	AF-Q9UH36-F1-predicted_aligned_error_v4.json	[1, 339]	Q9UH36
AF-Q9UBB9-F1-model_v4.pdb.gz	AF-Q9UBB9-F1-predicted_aligned_error_v4.json	[1, 837]	Q9UBB9
AF-O60704-F1-model_v4.pdb.gz	AF-O60704-F1-predicted_aligned_error_v4.json	[1, 377]	O60704
AF-P53674-F1-model_v4.pdb.gz	AF-P53674-F1-predicted_aligned_error_v4.json	[1, 252]	P53674
AF-P53673-F1-model_v4.pdb.gz	AF-P53673-F1-predicted_aligned_error_v4.json	[1, 196]	P53673
AF-Q10571-F1-model_v4.pdb.gz	AF-Q10571-F1-predicted_aligned_error_v4.json	[1, 1320]	Q10571
AF-P48739-F1-model_v4.pdb.gz	AF-P48739-F1-predicted_aligned_error_v4.json	[1, 271]	P48739
AF-Q96AY4-F1-model_v4.pdb.gz	AF-Q96AY4-F1-predicted_aligned_error_v4.json	[1, 2481]	Q96AY4
AF-O96017-F1-model_v4.pdb.gz	AF-O96017-F1-predicted_aligned_error_v4.json	[1, 543]	O96017
AF-Q8IWL3-F1-model_v4.pdb.gz	AF-Q8IWL3-F1-predicted_aligned_error_v4.json	[1, 235]	Q8IWL3
AF-Q8IWD4-F1-model_v4.pdb.gz	AF-Q8IWD4-F1-predicted_aligned_error_v4.json	[1, 279]	Q8IWD4
AF-P17861-F1-model_v4.pdb.gz	AF-P17861-F1-predicted_aligned_error_v4.json	[1, 261]	P17861
AF-Q9ULT6-F1-model_v4.pdb.gz	AF-Q9ULT6-F1-predicted_aligned_error_v4.json	[1, 936]	Q9ULT6
AF-O95567-F1-model_v4.pdb.gz	AF-O95567-F1-predicted_aligned_error_v4.json	[1, 290]	O95567
AF-Q96MU8-F1-model_v4.pdb.gz	AF-Q96MU8-F1-predicted_aligned_error_v4.json	[1, 473]	Q96MU8
AF-Q9Y3P4-F1-model_v4.pdb.gz	AF-Q9Y3P4-F1-predicted_aligned_error_v4.json	[1, 386]	Q9Y3P4
AF-Q01844-F1-model_v4.pdb.gz	AF-Q01844-F1-predicted_aligned_error_v4.json	[1, 656]	Q01844
AF-Q92737-F1-model_v4.pdb.gz	AF-Q92737-F1-predicted_aligned_error_v4.json	[1, 203]	Q92737
AF-O75677-F1-model_v4.pdb.gz	AF-O75677-F1-predicted_aligned_error_v4.json	[1, 317]	O75677
AF-Q13769-F1-model_v4.pdb.gz	AF-Q13769-F1-predicted_aligned_error_v4.json	[1, 683]	Q13769
AF-Q9BPW8-F1-model_v4.pdb.gz	AF-Q9BPW8-F1-predicted_aligned_error_v4.json	[1, 284]	Q9BPW8
AF-P35240-F1-model_v4.pdb.gz	AF-P35240-F1-predicted_aligned_error_v4.json	[1, 595]	P35240
AF-Q86V35-F1-model_v4.pdb.gz	AF-Q86V35-F1-predicted_aligned_error_v4.json	[1, 215]	Q86V35
AF-Q9UDW3-F1-model_v4.pdb.gz	AF-Q9UDW3-F1-predicted_aligned_error_v4.json	[1, 170]	Q9UDW3
AF-Q9UDW1-F1-model_v4.pdb.gz	AF-Q9UDW1-F1-predicted_aligned_error_v4.json	[1, 63]	Q9UDW1
AF-Q9H1I8-F1-model_v4.pdb.gz	AF-Q9H1I8-F1-predicted_aligned_error_v4.json	[1, 757]	Q9H1I8
AF-Q13615-F1-model_v4.pdb.gz	AF-Q13615-F1-predicted_aligned_error_v4.json	[1, 1198]	Q13615
AF-Q8N7B1-F1-model_v4.pdb.gz	AF-Q8N7B1-F1-predicted_aligned_error_v4.json	[1, 307]	Q8N7B1
AF-P15018-F1-model_v4.pdb.gz	AF-P15018-F1-predicted_aligned_error_v4.json	[1, 202]	P15018
AF-P13725-F1-model_v4.pdb.gz	AF-P13725-F1-predicted_aligned_error_v4.json	[1, 252]	P13725
AF-Q8WTX7-F1-model_v4.pdb.gz	AF-Q8WTX7-F1-predicted_aligned_error_v4.json	[1, 329]	Q8WTX7
AF-Q9BXI6-F1-model_v4.pdb.gz	AF-Q9BXI6-F1-predicted_aligned_error_v4.json	[1, 508]	Q9BXI6
